asi_codigo,asi_nombre,asi_creditos
L000079,Probabilidad,4
L000086,PROCESOS ESTOCÁSTICOS,4
L000299,Programación en lenguajes estadísticos,4
L000228,Programación I,3
L000231,QUIMICA GENERAL,4
L000307,Razonamiento numérico y variacional,2
L000101,Simulación estadística,4
L000273,Tecnologías básicas de mecatrónica,2
L000003,Universidad y Sociedad,2
L000146,Análisis de riesgos socioambientales,3
L000131,Biogeografía,3
L000107,Cartografía general,4
L000120,Cartografía temática,3
L000117,Climatología y meteorología,3
L000006,Derechos Humanos y Equidad,2
L000147,Ecología política,3
L000132,Edafogeografía,3
L000148,Estudios de impacto ambiental,3
L000002,Fundamentos de Ética,2
L000005,Fundamentos de las Ciencias Experimentales,2
L000001,Fundamentos de las Ciencias Sociales,3
L000007,Fundamentos de Programación de Computadores,3
L000137,Geografía de género,3
L000104,Geografía física,4
L000136,Geografía histórica,3
L000105,Geografía humana,4
L000118,Geografía política,3
L000135,Geografía urbana,3
L000133,Geografía y etnoterritorios,3
L000128,Geomorfología 1,3
L000115,Historia del pensamiento geográfico,3
1000044L,Inglés I- Semestral,3
1000044-L,Inglés I- Semestral,3
1000045L,Inglés II- Semestral,3
1000045-L,Inglés II- Semestral,3
1000046-L,Inglés III- Semestral,3
1000046L,Inglés III- Semestral,3
1000047L,ingles IV - Semestral,3
1000047-L,ingles IV - Semestral,3
L000106,Introducción al trabajo científico,3
L000123,Laboratorio de Investigación,3
L000305,Lenguaje y comunicación,3
L000004,Lenguajes Visuales y Narrativos,2
L000108,Matemáticas aplicadas en geografía,4
L000110,Métodos cualitativos,3
L000306,Pensamiento Matemático,3
1000013-L,Probabilidad y estadística fundamental,3
L000307,Razonamiento numérico y variacional,2
L000121,Seminario Geográfico I,3
L000122,Seminario Geográfico II,3
L000151,Sensores remotos y teledetección para análisis territorial,3
L000150,S.I.G. participativo y cartografía social,3
L000109,Tecnologías de la Información Geográfica I,4
L000116,Teoría de la geografía contemporánea,3
L000119,Teorías del desarrollo y Planificación Territorial,3
L000124,Trabajo de Campo,6
L000003,Universidad y Sociedad,2
L000158,Administración de Organizaciones culturales,3
L000163,ANIMACIÓN CULTURAL,2
L000187,Comunicación comunitaria,3
L000188,Comunicación para las Organizaciones Culturales,2
L000170,Cultura de Paz,2
L000175,Culturas y desarrollo,3
L000162,CULTURAS Y PATRIMONIOS,3
L000160,Culturas y poderes,2
L000172,Culturas y territorios,3
L000006,Derechos Humanos y Equidad,2
L000159,Diversidad Cultural,3
L000177,EMPRENDIMIENTO CULTURAL,3
L000164,Estadística Descriptiva y Exploratoria,3
L000161,ESTÉTICA Y CULTURA,3
L000179,Expresiones artisticas,2
L000002,Fundamentos de Ética,2
L000005,Fundamentos de las Ciencias Experimentales,2
L000001,Fundamentos de las Ciencias Sociales,3
L000007,Fundamentos de Programación de Computadores,3
L000157,GESTIÓN CULTURAL,3
L000167,GESTIÓN CULTURAL LOCAL,3
L000304,Gestión de Espacios de Lectura,2
L000186,Gestión de la comunicación,2
L000183,GESTIÓN DE LAS ARTES,3
L000196,GESTIÓN DE PROYECTOS CULTURALES,3
L000176,INDUSTRIAS CULTURALES,3
1000044-L,Inglés I- Semestral,3
1000044L,Inglés I- Semestral,3
1000045-L,Inglés II- Semestral,3
1000045L,Inglés II- Semestral,3
1000046-L,Inglés III- Semestral,3
1000046L,Inglés III- Semestral,3
1000047-L,ingles IV - Semestral,3
1000047L,ingles IV - Semestral,3
L000173,Interculturalidad y Saberes Tradicionales,2
L000195,Investigación comunitaria,3
L000198,Investigación con Comunidades Étnicas,2
L000194,Investigación en Indicadores Culturales,3
L000305,Lenguaje y comunicación,3
L000004,Lenguajes Visuales y Narrativos,2
L000192,Medios Digitales,2
L000174,NATURALEZAS Y CULTURAS,2
L000306,Pensamiento Matemático,3
L000193,Periodismo Cultural,2
L000166,PLANEACIÓN CULTURAL,3
L000165,POLÍTICAS Y LEGISLACIÓN CULTURAL,3
L000191,Producción Audiovisual,3
L000182,PRODUCCIÓN CULTURAL,3
L000190,Radio,3
L000307,Razonamiento numérico y variacional,2
L000003,Universidad y Sociedad,2
L000222,BALANCES DE MATERIA Y ENERGÍA,4
L000210,BIOINFORMÁTICA,4
L000203,BIOLOGIA CELULAR,4
L000207,BIOLOGIA MOLECULAR,4
L000233,Bioquímica,4
1000004-L,Cálculo diferencial,4
1000005-L,Cálculo Integral,4
L000302,Cálculo Vectorial,4
L000006,Derechos Humanos y Equidad,2
1000007-L,Ecuaciones Diferenciales,4
L000223,FENÓMENOS DE TRANSPORTE,4
L000002,Fundamentos de Ética,2
L000005,Fundamentos de las Ciencias Experimentales,2
L000001,Fundamentos de las Ciencias Sociales,3
L000007,Fundamentos de Programación de Computadores,3
L000241,Fundamentos en Biotecnología,4
L000245,Gerencia y gestión de proyectos,3
L000206,INGENIERÍA BIOQUÍMICA,4
L000204,Ingeniería de las Reacciones Biológicas,4
L000208,INGENIERÍA GENÉTICA,4
1000044-L,Inglés I- Semestral,3
1000044L,Inglés I- Semestral,3
1000045L,Inglés II- Semestral,3
1000045-L,Inglés II- Semestral,3
1000046-L,Inglés III- Semestral,3
1000046L,Inglés III- Semestral,3
1000047-L,ingles IV - Semestral,3
1000047L,ingles IV - Semestral,3
L000309,Introducción a la Biología y Ecología,3
L000238,Introducción a la Genética,4
L000221,LABORATORIO DE PROCESOS BIOLÓGICOS,3
L000305,Lenguaje y comunicación,3
L000004,Lenguajes Visuales y Narrativos,2
L000230,Métodos Numéricos y Optimización,4
L000225,Microbiología General,4
L000236,Operaciones de Transferencia de Calor y Movimiento,4
L000224,OPERACIONES DE TRANSFERENCIA DE MASA,4
L000306,Pensamiento Matemático,3
L000013,Principios de Física,4
1000013-L,Probabilidad y estadística fundamental,3
L000228,Programación I,3
L000234,Química Analítica,4
L000231,QUIMICA GENERAL,4
L000232,Química Orgánica,4
L000307,Razonamiento numérico y variacional,2
L000226,Termodinamica y Bioenergetica,4
L000003,Universidad y Sociedad,2
1000003-L,Álgebra Lineal,4
L000275,Automatización,3
1000004-L,Cálculo diferencial,4
1000006-L,Cálculo en varias variables,4
1000005-L,Cálculo Integral,4
L000274,Ciencia de los materiales,2
L000006,Derechos Humanos y Equidad,2
L000246,Dibujo básico,3
L000248,Diseño de Experimentos,4
L000261,Diseño Mecatrónico,3
1000007-L,Ecuaciones Diferenciales,4
L000270,Electrónica I,3
L000271,Electrónica II,3
L000272,Electrónica III,4
L000252,Estructuras de Datos,3
1000017-L,Fundamentos de electricidad y magnetismo,4
L000002,Fundamentos de Ética,2
L000005,Fundamentos de las Ciencias Experimentales,2
L000001,Fundamentos de las Ciencias Sociales,3
1000019-L,Fundamentos de mecánica,4
1000021-L,Fundamentos de Mecánica de Fluidos,3
L000007,Fundamentos de Programación de Computadores,3
L000245,Gerencia y gestión de proyectos,3
1000044L,Inglés I- Semestral,3
1000044-L,Inglés I- Semestral,3
1000045-L,Inglés II- Semestral,3
1000045L,Inglés II- Semestral,3
1000046-L,Inglés III- Semestral,3
1000046L,Inglés III- Semestral,3
1000047L,ingles IV - Semestral,3
1000047-L,ingles IV - Semestral,3
L000264,Inteligencia Artificial,3
L000305,Lenguaje y comunicación,3
L000004,Lenguajes Visuales y Narrativos,2
L000247,Métodos numéricos,3
L000253,Microcontroladores,3
L000306,Pensamiento Matemático,3
L000258,Principios de dinámica,3
L000251,Principios de Estática,3
1000013-L,Probabilidad y estadística fundamental,3
L000259,Procesos de Manufactura,3
L000293,Programación Avanzada,3
L000231,QUIMICA GENERAL,4
L000307,Razonamiento numérico y variacional,2
L000260,Resistencia de Materiales,3
L000262,Sensores y actuadores,3
L000250,Señales y Sistemas I,3
L000263,Servomecanismos,3
L000296,Sistemas de control,2
L000277,Taller de proyectos interdisciplinarios I,2
L000273,Tecnologías básicas de mecatrónica,2
L000003,Universidad y Sociedad,2
L000276,Visión por computador,3
4100614,ADMINISTRACIÓN FINANCIERA I,4
4100615,ADMINISTRACIÓN FINANCIERA II,4
4100616,ADMINISTRACIÓN PÚBLICA,2
1000004-Z,CÁLCULO DIFERENCIAL,4
1000005-Z,CÁLCULO INTEGRAL,4
4100617,CONTABILIDAD ADMINISTRATIVA,3
4100618,CONTABILIDAD FINANCIERA,3
4100871,CURSOS EN POSGRADO,6
4100620,ECONOMÍA COLOMBIANA,2
4100621,EPISTEMOLOGÍA DE LA ADMINISTRACIÓN,2
4100578,ESTADISTICA I,3
4100579,ESTADISTICA II,3
4101123,EXAMEN DE SUFICIENCIA EN INGLES,12
4100646,FUNDAMENTOS DE ADMINISTRACIÓN Y ORGANIZACIONES,4
4100539,FUNDAMENTOS DE ECONOMÍA,3
4100622,FUNDAMENTOS PSICOLÓGICOS PARA ADMINISTRACIÓN,3
4100623,FUNDAMENTOS SOCIOLÓGICOS Y ANTROPOLÓGICOS,3
4100624,GERENCIA ESTRATÉGICA DEL TALENTO HUMANO,2
4100648,GESTION DE LA PRODUCCION Y LA CALIDAD,3
4100625,HISTORIA EMPRESARIAL,2
4100645,INFORMÁTICA Y LÓGICA,2
1000044-Z,INGLÉS I,3
1000045-Z,INGLÉS II,3
1000046-Z,INGLÉS III,3
1000052-Z,INGLÉS INTENSIVO I Y II,6
1000053-Z,INGLÉS INTENSIVO III Y IV,6
1000047-Z,INGLÉS IV,3
1000048-Z,INGLÉS VIRTUAL I,3
1000049-Z,INGLÉS VIRTUAL II,3
1000050-Z,INGLÉS VIRTUAL III,3
1000051-Z,INGLÉS VIRTUAL IV,3
4100591,INVESTIGACION DE OPERACIONES I,3
4100581,INVESTIGACION DE OPERACIONES II,3
4101687,LECTO-ESCRITURA,4
1000002-Z,LECTO-ESCRITURA,4
4100626,LEGISLACIÓN EMPRESARIAL Y LABORAL,3
4100627,LEGISLACIÓN TRIBUTARIA,2
4100628,MACROECONOMÍA,2
4100629,MARKETING,3
4101686,MATEMATICAS BASICAS,4
1000001-Z,MATEMÁTICAS BÁSICAS,4
4100630,MATEMÁTICAS PARA ADMINISTRACIÓN,4
4100631,MICROECONOMÍA,4
4100632,PRÁCTICA COMUNITARIA,3
4100633,PRÁCTICA EMPRESARIAL,12
4100634,PROCESOS DE GESTIÓN HUMANA,3
4100635,PROYECTOS DE DESARROLLO,4
4100638,SEMINARIO DE GERENCIA,4
4100639,SEMINARIO DE MODELOS DE ADMINISTRACIÓN,4
4100636,SEMINARIO DE PROCESOS DE INVESTIGACION E INTERVENCION I,2
4100637,SEMINARIO DE PROCESOS DE INVESTIGACION E INTERVENCION II,2
4100640,SIMULACION,3
4100550,SISTEMAS DE INFORMACIÓN,3
4100641,SISTEMAS DE INFORMACIÓN DE MERCADOS,3
4101374,SUFICIENCIA EN IDIOMA ALEMAN CON ENFASIS EN COMPRENSIÓN DE LECTURA,12
4101372,SUFICIENCIA EN IDIOMA FRANCES CON ENFASIS EN COMPRENSIÓN DE LECTURA,12
4101373,SUFICIENCIA EN IDIOMA ITALIANO CON ENFASIS EN COMPRENSIÓN DE LECTURA,12
1000074-Z,SUFICIENCIA EN LENGUA EXTRANJERA,12
4100683,TEORÍA ADMINISTRATIVA,4
4100642,TEORÍA DE LAS ORGANIZACIONES I,4
4100643,TEORÍA DE LAS ORGANIZACIONES II,4
4100649,TRABAJO DE GRADO,6
4010170,TRABAJO DE GRADO,6
4100614,ADMINISTRACIÓN FINANCIERA I,4
4100615,ADMINISTRACIÓN FINANCIERA II,4
4100616,ADMINISTRACIÓN PÚBLICA,2
1000004-Z,CÁLCULO DIFERENCIAL,4
1000005-Z,CÁLCULO INTEGRAL,4
4100617,CONTABILIDAD ADMINISTRATIVA,3
4100618,CONTABILIDAD FINANCIERA,3
4100883,CURSOS EN POSGRADO,6
4100620,ECONOMÍA COLOMBIANA,2
4100621,EPISTEMOLOGÍA DE LA ADMINISTRACIÓN,2
4100578,ESTADISTICA I,3
4100579,ESTADISTICA II,3
4101123,EXAMEN DE SUFICIENCIA EN INGLES,12
4100646,FUNDAMENTOS DE ADMINISTRACIÓN Y ORGANIZACIONES,4
4100539,FUNDAMENTOS DE ECONOMÍA,3
4100622,FUNDAMENTOS PSICOLÓGICOS PARA ADMINISTRACIÓN,3
4100623,FUNDAMENTOS SOCIOLÓGICOS Y ANTROPOLÓGICOS,3
4100624,GERENCIA ESTRATÉGICA DEL TALENTO HUMANO,2
4100648,GESTION DE LA PRODUCCION Y LA CALIDAD,3
4100625,HISTORIA EMPRESARIAL,2
4100645,INFORMÁTICA Y LÓGICA,2
1000044-Z,INGLÉS I,3
1000045-Z,INGLÉS II,3
1000046-Z,INGLÉS III,3
1000052-Z,INGLÉS INTENSIVO I Y II,6
1000053-Z,INGLÉS INTENSIVO III Y IV,6
1000047-Z,INGLÉS IV,3
1000048-Z,INGLÉS VIRTUAL I,3
1000049-Z,INGLÉS VIRTUAL II,3
1000050-Z,INGLÉS VIRTUAL III,3
1000051-Z,INGLÉS VIRTUAL IV,3
4100591,INVESTIGACION DE OPERACIONES I,3
4100581,INVESTIGACION DE OPERACIONES II,3
4101687,LECTO-ESCRITURA,4
1000002-Z,LECTO-ESCRITURA,4
4100626,LEGISLACIÓN EMPRESARIAL Y LABORAL,3
4100627,LEGISLACIÓN TRIBUTARIA,2
4100628,MACROECONOMÍA,2
4100629,MARKETING,3
4101686,MATEMATICAS BASICAS,4
1000001-Z,MATEMÁTICAS BÁSICAS,4
4100630,MATEMÁTICAS PARA ADMINISTRACIÓN,4
4100631,MICROECONOMÍA,4
4100632,PRÁCTICA COMUNITARIA,3
4100633,PRÁCTICA EMPRESARIAL,12
4100634,PROCESOS DE GESTIÓN HUMANA,3
4100635,PROYECTOS DE DESARROLLO,4
4100638,SEMINARIO DE GERENCIA,4
4100639,SEMINARIO DE MODELOS DE ADMINISTRACIÓN,4
4100636,SEMINARIO DE PROCESOS DE INVESTIGACION E INTERVENCION I,2
4100637,SEMINARIO DE PROCESOS DE INVESTIGACION E INTERVENCION II,2
4100640,SIMULACION,3
4100550,SISTEMAS DE INFORMACIÓN,3
4100641,SISTEMAS DE INFORMACIÓN DE MERCADOS,3
4101374,SUFICIENCIA EN IDIOMA ALEMAN CON ENFASIS EN COMPRENSIÓN DE LECTURA,12
4101372,SUFICIENCIA EN IDIOMA FRANCES CON ENFASIS EN COMPRENSIÓN DE LECTURA,12
4101373,SUFICIENCIA EN IDIOMA ITALIANO CON ENFASIS EN COMPRENSIÓN DE LECTURA,12
1000074-Z,SUFICIENCIA EN LENGUA EXTRANJERA,12
4100683,TEORÍA ADMINISTRATIVA,4
4100642,TEORÍA DE LAS ORGANIZACIONES I,4
4100643,TEORÍA DE LAS ORGANIZACIONES II,4
4100884,TRABAJO DE GRADO,6
4100541,ADMINISTRACIÓN FINANCIERA,3
1000003-Z,ALGEBRA LINEAL,4
4100549,ANALISIS Y DISEÑO DE ALGORITMOS,3
4100556,ARQUITECTURA DE COMPUTADORES,3
4200908,Arquitectura de computadores,3
4200921,Arquitectura empresarial,3
4100561,AUDITORIA DE SISTEMAS I,3
4100571,AUDITORÍA DE SISTEMAS II,3
4100552,BASES DE DATOS I,3
4100567,BASES DE DATOS II,3
1000004-Z,CÁLCULO DIFERENCIAL,4
1000005-Z,CÁLCULO INTEGRAL,4
1000006-Z,CÁLCULO VECTORIAL,4
4010032,CONTABILIDAD ADMINISTRATIVA,5
4100540,CONTABILIDAD Y COSTOS,4
4200909,Contabilidad y costos,3
4100872,CURSOS EN POSGRADO,6
4100566,DINÁMICA DE SISTEMAS,3
1000007-Z,ECUACIONES DIFERENCIALES,4
4100578,ESTADISTICA I,3
4100579,ESTADISTICA II,3
4100548,ESTRUCTURAS DE DATOS,3
4101123,EXAMEN DE SUFICIENCIA EN INGLES,12
1000019-Z,FISICA: MECANICA,4
4100562,FORMULACION Y EVALUACION DE PROYECTOS INFORMATICOS,3
4100539,FUNDAMENTOS DE ECONOMÍA,3
4200910,Fundamentos de programación,3
4100558,FUNDAMENTOS DE REDES DE DATOS,3
4100563,GERENCIA DE PROYECTOS TECNOLOGICOS,3
4100564,GERENCIA ESTRATÉGICA DEL TALENTO HUMANO,3
4200911,Gerencia estratégica del talento humano,2
4100553,INGENIERIA DE SOFTWARE I,3
4100554,INGENIERIA DE SOFTWARE II,3
4100572,INGENIERIA DE SOFTWARE III,3
1000044-Z,INGLÉS I,3
1000045-Z,INGLÉS II,3
1000046-Z,INGLÉS III,3
1000052-Z,INGLÉS INTENSIVO I Y II,6
1000053-Z,INGLÉS INTENSIVO III Y IV,6
1000047-Z,INGLÉS IV,3
1000048-Z,INGLÉS VIRTUAL I,3
1000049-Z,INGLÉS VIRTUAL II,3
1000050-Z,INGLÉS VIRTUAL III,3
1000051-Z,INGLÉS VIRTUAL IV,3
4100850,INTELIGENCIA DE NEGOCIOS,3
4200912,Inteligencia de negocios,3
4100538,INTRODUCCION A LA ADMINISTRACION DE SISTEMAS INFORMATICOS,3
4100543,INTRODUCCIÓN A LA EPISTEMOLOGÍA,3
4100591,INVESTIGACION DE OPERACIONES I,3
4100581,INVESTIGACION DE OPERACIONES II,3
4101687,LECTO-ESCRITURA,4
1000002-Z,LECTO-ESCRITURA,4
4100565,LEGISLACION TECNOLÓGICA,3
4101686,MATEMATICAS BASICAS,4
1000001-Z,MATEMÁTICAS BÁSICAS,4
4100582,MATEMATICAS DISCRETAS,3
4200913,Matemáticas discretas,3
4100560,METODOLOGÍA DE INVESTIGACIÓN,3
4101392,MINERIA DE DATOS,3
4101393,MODELOS DE GESTION DE TECNOLOGIAS DE INFORMACION,3
4200914,Modelos de gestión de tecnologías de información,3
4200944,OPTATIVA ACUERDO 098 DE 2021,3
4100555,PLANEACION DE SISTEMAS DE INFORMACION,3
4100541,ADMINISTRACIÓN FINANCIERA,3
1000003-Z,ALGEBRA LINEAL,4
4100549,ANALISIS Y DISEÑO DE ALGORITMOS,3
4200908,Arquitectura de computadores,3
4200921,Arquitectura empresarial,3
4100561,AUDITORIA DE SISTEMAS I,3
4100571,AUDITORÍA DE SISTEMAS II,3
4100552,BASES DE DATOS I,3
4100567,BASES DE DATOS II,3
1000004-Z,CÁLCULO DIFERENCIAL,4
1000005-Z,CÁLCULO INTEGRAL,4
1000006-Z,CÁLCULO VECTORIAL,4
4200909,Contabilidad y costos,3
4100872,CURSOS EN POSGRADO,6
4100566,DINÁMICA DE SISTEMAS,3
1000007-Z,ECUACIONES DIFERENCIALES,4
4100578,ESTADISTICA I,3
4100579,ESTADISTICA II,3
4100548,ESTRUCTURAS DE DATOS,3
1000019-Z,FISICA: MECANICA,4
4100562,FORMULACION Y EVALUACION DE PROYECTOS INFORMATICOS,3
4100539,FUNDAMENTOS DE ECONOMÍA,3
4200910,Fundamentos de programación,3
4100558,FUNDAMENTOS DE REDES DE DATOS,3
4100563,GERENCIA DE PROYECTOS TECNOLOGICOS,3
4200911,Gerencia estratégica del talento humano,2
4100553,INGENIERIA DE SOFTWARE I,3
4100554,INGENIERIA DE SOFTWARE II,3
4100572,INGENIERIA DE SOFTWARE III,3
1000044-Z,INGLÉS I,3
1000045-Z,INGLÉS II,3
1000046-Z,INGLÉS III,3
1000052-Z,INGLÉS INTENSIVO I Y II,6
1000053-Z,INGLÉS INTENSIVO III Y IV,6
1000047-Z,INGLÉS IV,3
1000048-Z,INGLÉS VIRTUAL I,3
1000049-Z,INGLÉS VIRTUAL II,3
1000050-Z,INGLÉS VIRTUAL III,3
1000051-Z,INGLÉS VIRTUAL IV,3
