asi_codigo,asi_nombre,asi_creditos
2025574,Anatomía e histología funcional,3
2025575,Anatomia osteomuscular,2
1000012-B,Bioestadística fundamental,3
1000009-B,Biología general,3
1000010-B,Biología molecular y celular,3
2016233,Biomecánica articular y de movimiento complejo,2
1000042-B,Bioquímica básica,3
2022660,Comprensión de textos en idioma extranjero,12
2016149,Comunicación oral y escrita I,3
2016254,Comunidad y desarrollo humano I,2
2016256,Comunidad y desarrollo humano III,2
2022175,Cuerpo e imagen,3
1000095,Examen de clasificación en inglés,0
2025480,Farmacologia,2
2025569,Fisiología general,4
1000022-B,Fluidos y electromagnetismo para biociencias,4
2022841,Fundamentación y practica en salud de los trabajadores,4
2025484,Fundamentos de administración en salud,1
2016251,Fundamentos de investigacion cualitativa y cuantitativa,2
2017881,Fundamentos de psicología,4
2017367,Hominización,3
2021165,Ingenieria tisular,2
1000044-B,Inglés I- Semestral,3
1000048-B,Inglés I- Virtual,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
2023925,Inglés II- Intensivo,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
2023926,Inglés III-Intensivo,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
2023927,Inglés IV- intensivo,3
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2022733,Iniciacion a estudios feministas y de género,3
2016257,Kinesioterapia I,2
2016259,Kinesioterapia III,2
1000002-B,Lecto-Escritura,4
1000001-B,Matemáticas Básicas,4
2016262,Mecánica y neuromecánica del movimiento III,2
1000023-B,Mecánica y ondas para biociencias,4
2024774,Medicina Social y Salud Colectiva: fundamentos conceptuales,3
2016263,"Mi cuerpo, sus cuerpos, nuestros cuerpos",2
2025482,Modalidades cinéticas: Masoterapia,1
2016302,Modalidades cinéticas: principios fundamentales,2
2025481,Modalidades físicas y neumáticas,3
2016268,Movimiento corporal humano salud y trabajo I,2
2016267,Movimiento corporal humano salud y trabajo III,2
2016292,Música y bienestar ocupacional,2
2025577,Neuroanatomia estructural y funcional,2
2016307,Practica académica clinica niños,7
2016271,Practica académica en actividad física y deporte,7
2016306,Practica académica clinica adultos,7
2016272,Practica académica en salud trabajo y comunidad,7
2017939,Primeros auxilios,2
2023214,Principios de bioquímica,3
2016273,Principios de facilitación del movimiento,2
2016309,Procesos evaluativos II,2
2017903,Psicología comunitaria,3
2017906,Psicología del desarrollo,3
2017914,Psicología y salud ocupacional,3
2016276,Psicopatología,2
1000041-B,Química básica,3
2025485,Salud pública,2
2018012,Salud y sociedad,2
2016280,Seminario de trabajo de grado,1
2016282,Taller de cuerpo y movimiento,2
2015312,Trabajo de Grado,6
2015313,Trabajo de Grado - Asignaturas de Posgrado,6
2025574,Anatomía e histología funcional,3
2017852,Aprendizaje,3
1000012-B,Bioestadística fundamental,3
1000009-B,Biología general,3
2016234,Biomecánica de tejidos,2
2016149,Comunicación oral y escrita I,3
2026819,Consejeria para el bienestar comunicativo,1
2016154,Discapacidad e inclusión social,2
2015695,"Diseño, gestión y evaluación de proyectos",3
2021181,Examén de Clasificación en Inglés,0
2021182,Examén de Suficiencia en Inglés,0
2024386,Fonética,3
2024385,Fonología,3
2016250,Fundamentos de administración,1
2025826,Fundamentos de audición,2
2016158,Fundamentos de investigación,4
2016382,Fundamentos de la Educación,2
2017881,Fundamentos de psicología,4
2016159,Fundamentos del habla,2
2016160,Fundamentos del Lenguaje,4
1000044-B,Inglés I- Semestral,3
1000048-B,Inglés I- Virtual,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
2023925,Inglés II- Intensivo,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
2023926,Inglés III-Intensivo,3
2024731,Inglés intensivo I,3
1000052-B,Inglés Intensivo I y II,6
2022291,Inglés intensivo II,3
1000053-B,Inglés Intensivo III y IV,6
2021184,Inglés Intensivo IV,3
2023927,Inglés IV- intensivo,3
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2016161,Intervención audiológica,3
2016162,Intervención de la función oral faríngea,3
2016164,Introducción a Fonoaudiología,2
2021521,Introducción a la fisiología,3
2016165,Juicio clínico en fonoaudiología,3
1000002-B,Lecto-Escritura,4
2016188,Lenguaje en la educación y el aprendizaje,3
2017890,Lenguaje y pensamiento,3
2015466,Lingüística general,3
1000001-B,Matemáticas Básicas,4
2016784,Matemáticas Básicas,4
1000023-B,Mecánica y ondas para biociencias,4
2016263,"Mi cuerpo, sus cuerpos, nuestros cuerpos",2
2016292,Música y bienestar ocupacional,2
2025577,Neuroanatomia estructural y funcional,2
2025543,Ocupación y bienestar,2
2016173,Práctica en audiología,5
2016174,Práctica en educación,5
2016175,Práctica en salud,5
2016176,Práctica optativa en audiología,5
2016177,Práctica optativa en educación,5
2016178,Práctica optativa en salud,5
2017939,Primeros auxilios,2
2021669,Procesos básicos en psicología social,3
2016180,Profundización I en Audiología,3
2016181,Profundización I en Habla,3
2016182,Profundización I en Lenguaje,3
2017905,Psicología de lo Anormal,3
2017906,Psicología del desarrollo,3
2023928,Seres humanos y saberes comunicativos,3
2015998,Sociolinguística,3
2021185,Suficiencia por Acogimiento al Acuerdo 032,12
2016282,Taller de cuerpo y movimiento,2
2017379,Técnicas de investigación en antropología I,3
2015310,Trabajo de Grado,8
2015311,Trabajo de Grado - Asignaturas de Posgrado,8
2025508,Administracion en salud I,2
2017979,Anatomía I,2
2023103,Anatomía II,5
2026673,Atención primaria en salud,4
2026674,Bioética,2
2026864,Bioética en epidemiología,2
2017981,Biología molecular,2
2025510,Biología molecular avanzada,2
2017983,Bioquímica I,4
2025511,Bioquímica II,2
2017984,Cirugía I,12
2025539,Comunicación científica,3
2017986,Demografía y bioestadística,2
2025513,Ecologia medica,2
2017988,Embriología,3
2017989,Epidemiología,3
2017990,Farmacología,7
2018014,Farmacología clínica,2
2023104,Fisiología I,3
2017993,Fisiología II,8
2017994,Genética,2
2018015,Ginecología y obstetricia,12
2021518,Habilitación pediátrica,2
2017995,Histología I,2
2021519,Histología II,4
2026282,Histología III,5
2025515,Hormonas,2
2017996,Imágenes diagnósticas,2
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2023105,Inmunología,2
2025518,Internado: Atencion primaria I,5
2025519,Internado: Cirugía I,5
2025517,Internado: Clínica optativa I,5
2025520,Internado: Ginecología y obstetricia I,5
2025561,Internado: Investigación I,30
2025521,Internado: Medicina interna I,5
2025522,Internado: Pediatría I,5
2025516,Internado: Urgencias I,5
2021521,Introducción a la fisiología,3
2026676,Introducción a la medicina alternativa y terapias complementarias,2
2015584,Introducción a la medicina interna,3
2015680,Introducción a las imágenes diagnósticas,3
2026672,Investigación cualitativa en salud,3
1000002-B,Lecto-Escritura,4
1000001-B,Matemáticas Básicas,4
1000023-B,Mecánica y ondas para biociencias,4
2024992,Medicina familiar,2
2018016,Medicina interna I,9
2018017,Medicina interna II,9
2025524,Medicina legal I,2
2021522,Medicina y sociedad,2
2018005,Metodología de la Investigación,3
2025702,Micobacterias y salud,2
2018006,Microbiología,5
2026675,Narrativas en medicina,2
2018007,Parasitología,3
2023614,Paro cardiaco en el adulto ¿qué hacer?,2
2023109,Patología especial,7
2023108,Patología general,2
2018018,Pediatría,13
2018009,Psiquiatría I,2
2018010,Psiquiatría II,3
1000041-B,Química básica,3
2026320,Química básica para ciencias de la salud,3
2015754,Antropología alimentaria,3
2026863,Avances en nutrición básica,5
2025487,Bases fisiológicas de la nutrición,4
1000012-B,Bioestadística fundamental,3
1000009-B,Biología general,3
1000010-B,Biología molecular y celular,3
1000042-B,Bioquímica básica,3
2017983,Bioquímica I,4
2015790,Ciencia de alimentos I,4
2015789,Ciencia de alimentos II,4
2025539,Comunicación científica,3
2015709,Comunicación oral y escrita,3
2016149,Comunicación oral y escrita I,3
2015765,Educación alimentaria y nutricional I,3
2025500,Epidemiología nutricional I,3
2021977,Evaluación del estado nutricional,3
2025569,Fisiología general,4
2015785,Fisiopatología,5
2016007,Fundamentos de administración,4
2017366,Fundamentos de antropología,3
2015759,Fundamentos de investigación,3
2017881,Fundamentos de psicología,4
2025489,Gerencia de servicios de alimentación y nutrición,6
2025490,Gerencia integral de servicios de alimentación y nutrición,5
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2021550,Introduccion a la nutricion y dietetica,3
2015249,Introducción a la Sociología,3
1000043-B,Laboratorio bioquímica básica,2
2015920,Laboratorio de ciencia de alimentos I,2
2015921,Laboratorio de ciencia de alimentos II,2
2015782,Laboratorio de química básica,2
2015786,Laboratorio Microbiología,2
1000002-B,Lecto-Escritura,4
1000001-B,Matemáticas Básicas,4
2018005,Metodología de la Investigación,3
2015787,Microbiología,2
2015788,Morfologia,4
2025502,Nutrición clínica adulto,3
2025491,Nutrición clínica aplicada materno infantil,5
2025492,Nutrición clínica materno infantil,3
2015775,Nutrición del adulto,3
2021978,Nutrición materno infantil,4
2025499,Nutrición pública,4
2025493,Nutrición y actividad física,5
2025494,Política pública en seguridad alimentaria y nutricional,5
2025497,Práctica de nutrición clínica adultos,3
2025495,Practica de nutricion clinica materno infantil,3
2025496,Practica de nutricion pública,6
2025504,Práctica de servicios de alimentación y nutrición,6
2025507,Promoción de la salud,5
1000041-B,Química básica,3
2018012,Salud y sociedad,2
2025505,Sistema agroalimentario,3
2015756,Trabajo de Grado,8
2015288,Trabajo de Grado - Asignaturas de Posgrado,8
2017044,Actividad terapéutica,3
2025575,Anatomia osteomuscular,2
1000012-B,Bioestadística fundamental,3
2025538,Bioética,2
2025566,Biomecánica ocupacional,4
2025539,Comunicación científica,3
2016149,Comunicación oral y escrita I,3
2016154,Discapacidad e inclusión social,2
2017310,"Diseño, cultura y sociedad",2
2016028,"Diseño, gestión y evaluación de proyectos",4
2017017,Educación y terapia ocupacional,2
1000014-B,Estadística social fundamental,3
2017366,Fundamentos de antropología,3
2015759,Fundamentos de investigación,3
2015271,Fundamentos de las ciencias sociales,3
2017881,Fundamentos de psicología,4
2017040,Fundamentos de terapia ocupacional,4
2017961,Fundamentos en Psiquiatría,2
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
2023925,Inglés II- Intensivo,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
2024731,Inglés intensivo I,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
1000002-B,Lecto-Escritura,4
1000001-B,Matemáticas Básicas,4
2016263,"Mi cuerpo, sus cuerpos, nuestros cuerpos",2
2016292,Música y bienestar ocupacional,2
2025577,Neuroanatomia estructural y funcional,2
2017963,Neuromorfofisiología,4
2017028,"Observatorio: Ocupación, sociedad y cultura",3
2025543,Ocupación y bienestar,2
2017018,Ocupación y desarrollo tecnólogico,2
2025546,Práctica profesional avanzada en psicosocial,3
2025564,Práctica profesional avanzada en sociolaboral,3
2017954,Profundización en estudios en terapia ocupacional,3
2017906,Psicología del desarrollo,3
2025485,Salud pública,2
2018012,Salud y sociedad,2
2017020,Seminario de investigación,2
2025552,Seminario de profundización estudios en discapacidad,2
2017955,Seminario de profundización estudios en ocupación humana,2
2016282,Taller de cuerpo y movimiento,2
2016615,Taller de invención y creatividad,3
2017021,Taller trabajo de grado,2
2025553,Teorías aplicadas en terapia ocupacional,3
2017019,Terapia ocupacional y aplicaciones tecnológicas,3
2025555,Terapia ocupacional y discapacidad,2
2017976,Trabajo de Grado,6
2017977,Trabajo de Grado - Asignaturas de Posgrado,6
2017044,Actividad terapéutica,3
2025574,Anatomía e histología funcional,3
2025575,Anatomia osteomuscular,2
2025537,Arte y desarrollo humano,3
1000012-B,Bioestadística fundamental,3
2025538,Bioética,2
2025566,Biomecánica ocupacional,4
2025539,Comunicación científica,3
2016149,Comunicación oral y escrita I,3
2016154,Discapacidad e inclusión social,2
2017310,"Diseño, cultura y sociedad",2
2016028,"Diseño, gestión y evaluación de proyectos",4
2017017,Educación y terapia ocupacional,2
1000014-B,Estadística social fundamental,3
2027919,Estudios clínicos e interacción terapéutica II,3
2016007,Fundamentos de administración,4
2017366,Fundamentos de antropología,3
2015759,Fundamentos de investigación,3
2015271,Fundamentos de las ciencias sociales,3
2017881,Fundamentos de psicología,4
2017040,Fundamentos de terapia ocupacional,4
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
2023925,Inglés II- Intensivo,3
1000046-B,Inglés III - Semestral,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
1000002-B,Lecto-Escritura,4
1000001-B,Matemáticas Básicas,4
2016263,"Mi cuerpo, sus cuerpos, nuestros cuerpos",2
2016292,Música y bienestar ocupacional,2
2025577,Neuroanatomia estructural y funcional,2
2017963,Neuromorfofisiología,4
2017029,Observatorio: Gestión curricular,2
2017028,"Observatorio: Ocupación, sociedad y cultura",3
2025543,Ocupación y bienestar,2
2027916,Práctica profesional avanzada en adultez,7
2027922,Práctica profesional avanzada en juventud,7
2027926,Práctica profesional avanzada en niñez,7
2027924,Práctica profesional integral biosocial,6
2025562,Práctica profesional integral en biosocial,7
2027923,Práctica profesional integral en educación,6
2025551,Práctica profesional integral en educación,7
2025547,Práctica profesional integral en psicosocial,7
2027925,Práctica profesional integral psicosocial,6
2025548,Práctica profesional integral sociolaboral,7
2027921,Práctica profesional integral sociolaboral,6
2017954,Profundización en estudios en terapia ocupacional,3
2017906,Psicología del desarrollo,3
2018012,Salud y sociedad,2
2017020,Seminario de investigación,2
2023928,Seres humanos y saberes comunicativos,3
2016282,Taller de cuerpo y movimiento,2
2016615,Taller de invención y creatividad,3
2017021,Taller trabajo de grado,2
2025553,Teorías aplicadas en terapia ocupacional,3
2017019,Terapia ocupacional y aplicaciones tecnológicas,3
2025555,Terapia ocupacional y discapacidad,2
2017976,Trabajo de Grado,6
2017977,Trabajo de Grado - Asignaturas de Posgrado,6
2017046,Anatomía comparada,5
2017047,Bacteriología y micología,3
1000012-B,Bioestadística fundamental,3
2017048,Bioética y bienestar en salud animal,3
2017049,Biofísica,2
1000009-B,Biología general,3
2017050,Biología molecular avanzada,2
1000010-B,Biología molecular y celular,3
1000042-B,Bioquímica básica,3
2017052,Cirugía I,4
2017053,Cirugía II,2
2017054,Clínica de grandes animales,8
2017055,Clínica de la reproducción,8
2017056,Clínica de pequeños animales,8
2017058,Epidemiología,3
2017059,Extensión y desarrollo rural,1
2017060,Farmacología,4
2017061,Fisiología,5
1000011-B,Fundamentos de ecología,3
2017062,Genética,3
2017063,Histología y embriología,4
2017064,Imagenología,1
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2017065,Inmunología,2
2017066,Introducción a las ciencias veterinarias,2
1000002-B,Lecto-Escritura,4
1000001-B,Matemáticas Básicas,4
2017067,Mecanismos de enfermedad,4
2017074,Medicina aviar,3
2016847,Medicina de peces,2
2017069,Medicina interna de equinos,2
2017070,Medicina interna de pequeños,2
2017071,Medicina interna de porcinos,2
2017072,Medicina interna de rumiantes,2
2017073,Medicina interna de silvestres,2
2017132,Mercadeo agropecuario,3
2017076,Nutrición,2
2017137,Nutrición y alimentación I,4
2017077,Parasitología,4
2017078,Patología clínica,3
2017079,Patología sistémica,4
2017080,Planeación y evaluación de empresas agropecuarias,2
2017255,Política agropecuaria,3
2026248,Problemática ambiental,2
1000041-B,Química básica,3
2017086,Rotación por laboratorios,8
2017068,Salud de hato,3
2017087,Salud pública,4
2017088,Semiología,3
2017089,Sistemas de producción I,2
2017090,Sistemas de producción II,2
2017091,Sociedades rurales,3
2017092,Suelos y plantas,2
1000074-B,Suficiencia en lengua extranjera,12
2017084,Teriogenología I,2
2017085,Teriogenología II,2
2017093,Toxicología,3
2017094,Trabajo de campo Costa Atlántica,2
2017095,Trabajo de campo Los Llanos,2
2017096,Trabajo de campo Quindío,2
2017249,Trabajo de Grado,10
2017250,Trabajo de grado - Asignaturas de posgrado,10
2017097,Virología,3
2017098,Administración financiera de agronegocios,3
2017099,Agroindustria de productos cárnicos,3
2017100,Agroindustria de productos lácteos,3
2017101,Agronegocios internacionales,3
1000003-B,Álgebra Lineal,4
2025808,Algebra lineal aplicada a ciencias animales,4
2017103,Alimentación de monogástricos,3
2017104,Alimentación de rumiantes,3
2017105,Anatomía animal,4
2017107,Anatomía y fisiología de la reproducción,4
1000012-B,Bioestadística fundamental,3
2017251,Bioética y bienestar animal,3
2017049,Biofísica,2
1000009-B,Biología general,3
1000010-B,Biología molecular y celular,3
1000042-B,Bioquímica básica,3
2017108,Bioseguridad y trazabilidad,3
2017109,Biotecnología animal,3
1000004-B,Cálculo diferencial,4
2017111,Citogenética,3
2017112,Clasificación y juzgamiento,3
2017114,Diseño experimental,3
2017115,Economía de la producción agropecuaria,3
2017253,Extensión rural,3
2017106,Fisiología animal,4
2017119,Fisiología aplicada a la lactancia,3
2017121,Fisiología aplicada al crecimiento,3
2017122,Fisiología de peces,3
2017538,Fisiología vegetal,4
1000011-B,Fundamentos de ecología,3
2017123,Genética animal,4
2017124,Gestión ambiental,3
2017125,Gestión de empresas agropecuarias,3
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2017126,Introducción a la Zootecnia,4
1000002-B,Lecto-Escritura,4
2017128,Manejo de praderas,3
1000001-B,Matemáticas Básicas,4
2017130,Mejoramiento animal,4
2017129,Mejoramiento animal aplicado,3
2017132,Mercadeo agropecuario,3
2017133,Microbiología general,4
2017136,Nutrición general de peces,3
2017137,Nutrición y alimentación I,4
2017138,Nutrición y alimentación 2,4
2017140,Pastos y forrajes,3
2024376,Planeación y evaluación de proyectos agroempresariales,3
2017255,Política agropecuaria,3
2017141,Práctica integral,10
2017142,Principios de economía agrícola,3
1000013-B,Probabilidad y estadística fundamental,3
2026401,Procesamiento de recursos pesqueros y acuícolas,3
1000041-B,Química básica,3
2017143,Reproducción animal,3
2017144,Reproducción de peces,3
2017146,Sistemas de producción acuícola,4
2017147,Sistemas de producción apícola,3
2017148,Sistemas de producción avícola,4
2017149,Sistemas de producción bovina,4
2017150,Sistemas de producción de bovinos de carne,3
2017151,Sistemas de producción de bovinos de leche,3
2017152,Sistemas de producción de equinos,3
2017153,Sistemas de producción de especies menores,3
2017154,Sistemas de producción de especies silvestres,3
2017155,Sistemas de producción de mascotas,3
2024452,Sistemas de producción de peces ornamentales (agua dulce),3
2017156,Sistemas de producción de pequeños rumiantes,3
2017157,Sistemas de producción porcina,4
2017158,Sistemas pecuarios,3
2015272,Suelos,3
1000074-B,Suficiencia en lengua extranjera,12
2017957,Trabajo de Grado,6
2017958,Trabajo de Grado - Asignaturas de Posgrado,6
2029020,Administración de empresas agropecuarias,3
2028967,Administración financiera de agronegocios,3
1000003-B,Álgebra Lineal,4
2025808,Algebra lineal aplicada a ciencias animales,4
2029008,Alimentación de monogástricos,3
2028936,Anatomía animal,3
1000012-B,Bioestadística fundamental,3
2028986,Bioética y bienestar animal,2
1000009-B,Biología general,3
1000010-B,Biología molecular y celular,3
1000042-B,Bioquímica básica,3
1000004-B,Cálculo diferencial,4
2017114,Diseño experimental,3
2028966,Ecofisiología de recursos forrajeros,3
2028971,Economía para los agronegocios,3
2028937,Fisiología animal,3
2028977,Fisiología aplicada a la lactancia,3
2028964,Fisiología de la reproducción,3
2028976,Fisiología digestiva y del crecimiento,3
2028938,Fundamentos de nutrición y alimentación animal,3
2028939,Genética animal,3
2029029,Gestión ambiental,3
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000046-B,Inglés III - Semestral,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
2028935,Introducción a la zootecnia,3
1000002-B,Lecto-Escritura,4
2029021,Manejo de recursos forrajeros,3
1000001-B,Matemáticas Básicas,4
2029009,Mejoramiento animal,3
2028979,Mejoramiento animal aplicado,3
2029013,Mercadeo agropecuario,3
2028985,Microbiología general,3
2029023,Nutrición y alimentación de organismos acuáticos,3
2029022,Nutrición y alimentación de perros y gatos,3
2028998,Nutrición y alimentación de rumiantes,3
2029026,Planeación y evaluación de proyectos agroempresariales,3
2029017,Política rural,3
1000041-B,Química básica,3
2028941,Reproducción animal aplicada,3
2029018,Sistemas de alimentación de rumiantes,3
2028973,Suelos,3
2028995,Taller básico disciplinar en ciencia y tecnología de alimentos de origen pecuario,2
2028996,"Taller básico disciplinar en economía, empresa y sociedad",2
2028984,Taller básico disciplinar en fisiología y reproducción,2
2028988,Taller básico disciplinar en genética y mejoramiento,2
2028989,Taller básico disciplinar en nutrición y alimentación,2
2028997,Taller básico disciplinar en sistemas de producción,2
2023903,Anatomía e histología I,4
2023904,Anatomía e histología II,8
1000012-B,Bioestadística fundamental,3
2016513,Bioética,2
2023905,Biología Celular,4
1000042-B,Bioquímica básica,3
2016517,Cariología,3
2016648,Clínica de odontología hospitalaria,2
2027221,Clínica integral de mantenimiento,2
2016518,Clínica odontológica de adulto I,2
2016519,Clínica odontológica de adulto II,3
2016521,Clínica odontológica de Cirugía oral I,2
2016525,Clínica odontológica de Cirugía oral II,2
2016523,Clínica odontológica de Ortodoncia I,1
2016524,Clínica odontológica de Ortodoncia II,2
2016522,Clínica odontológica del adulto III,3
2016527,Clínica odontológica del adulto IV,3
2023906,Clínica odontológica del adulto mayor,2
2016520,Clínica odontológica del Niño I,2
2016526,Clínica odontológica del niño II,3
2016528,Determinantes del Proceso Salud - Enfermedad,3
2016529,Endodoncia,3
2016530,Epidemiología,3
2016531,Farmacología,4
2022730,Farmacologia en el paciente adulto mayor,3
2016532,Fisiología general,6
2016534,Imagenología,3
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2022705,Inmunología,3
1000002-B,Lecto-Escritura,4
2016536,Lógica Informal,3
1000001-B,Matemáticas Básicas,4
1000023-B,Mecánica y ondas para biociencias,4
2016537,Microbiología general y oral,3
2016539,Morfología oral,3
2016538,Morfología oral y oclusión,3
2016647,Odontología forense,2
2016542,Odontopediatría,3
2016544,Operatoria y materiales dentales,3
2016546,"Ortodoncia, crecimiento y desarrollo",3
2016547,Patología general y oral I,3
2016548,Patología general y oral II,2
2016549,Periodoncia,3
2016550,Perspectivas Sociohistóricas de la Odontología,2
2016551,Políticas públicas y administración en salud,2
2026879,Principios de estadística para odontología,3
2016552,Principios quirúrgicos y anestesiología,3
2016553,Promoción de la Salud,2
1000041-B,Química básica,3
2016554,Rehabilitación oral I,3
2016555,Rehabilitación oral II,3
2016556,Salud pública,2
2022713,Seminario de materiales dentales I,3
2023902,Seminario de trabajo de grado,3
2016557,Semiología,3
1000074-B,Suficiencia en lengua extranjera,12
2016558,Taller de Investigación,3
2025755,Taller: Herramientas básicas para facilitar la construcción de textos.,2
2015318,Trabajo de Grado,6
2015319,Trabajo de Grado - Asignaturas de Posgrado,6
L000022,Agua,3
L000131,Biogeografía,3
L000207,BIOLOGIA MOLECULAR,4
1000004-L,Cálculo diferencial,4
L000107,Cartografía general,4
L000114,Ciencias de la tierra,3
L000187,Comunicación comunitaria,3
L000175,Culturas y desarrollo,3
L000160,Culturas y poderes,2
L000172,Culturas y territorios,3
L000006,Derechos Humanos y Equidad,2
L000030,Desarrollo y morfofisiología,6
L000159,Diversidad Cultural,3
L000032,Ecología de comunidades y ecosistemas,6
L000081,Estadistica Descriptiva y exploratoria,4
L000029,Evolución,4
L000179,Expresiones artisticas,2
L000027,Fundamentos de ecologia de poblaciones,4
L000002,Fundamentos de Ética,2
L000005,Fundamentos de las Ciencias Experimentales,2
L000001,Fundamentos de las Ciencias Sociales,3
L000007,Fundamentos de Programación de Computadores,3
L000012,Genética,4
L000028,Genética de poblaciones,4
L000104,Geografía física,4
L000105,Geografía humana,4
L000245,Gerencia y gestión de proyectos,3
L000186,Gestión de la comunicación,2
1000044L,Inglés I- Semestral,3
1000044-L,Inglés I- Semestral,3
1000045-L,Inglés II- Semestral,3
1000045L,Inglés II- Semestral,3
1000046-L,Inglés III- Semestral,3
1000046L,Inglés III- Semestral,3
1000047L,ingles IV - Semestral,3
1000047-L,ingles IV - Semestral,3
L000011,Introducción a la Biología - Nivel celular,8
L000014,Introducción a la Biología de Organismos,8
L000010,Introducción a la Biología y Ecología,8
L000195,Investigación comunitaria,3
L000009,Laboratorio principios de bioquímica,4
L000305,Lenguaje y comunicación,3
L000004,Lenguajes Visuales y Narrativos,2
L000306,Pensamiento Matemático,3
L000008,Principios de bioquímica,4
L000013,Principios de Física,4
1000013-L,Probabilidad y estadística fundamental,3
L000228,Programación I,3
L000307,Razonamiento numérico y variacional,2
L000033,Sistemática y Taxonomía,6
L000273,Tecnologías básicas de mecatrónica,2
L000035,Trabajo de campo interdisciplinar,8
L000003,Universidad y Sociedad,2
1000003-L,Álgebra Lineal,4
L000073,Álgebra matricial,4
L000077,ANÁLISIS DE REGRESIÓN,4
L000284,Aprendizaje maquinal,3
1000004-L,Cálculo diferencial,4
1000006-L,Cálculo en varias variables,4
1000005-L,Cálculo Integral,4
L000006,Derechos Humanos y Equidad,2
L000083,Diseño de Experimentos,4
1000007-L,Ecuaciones Diferenciales,4
L000084,ESTADÍSTICA BAYESIANA,4
L000081,Estadistica Descriptiva y exploratoria,4
L000002,Fundamentos de Ética,2
L000005,Fundamentos de las Ciencias Experimentales,2
L000001,Fundamentos de las Ciencias Sociales,3
L000007,Fundamentos de Programación de Computadores,3
L000104,Geografía física,4
L000105,Geografía humana,4
L000245,Gerencia y gestión de proyectos,3
L000080,INFERENCIA ESTADÍSTICA,4
1000044-L,Inglés I- Semestral,3
1000044L,Inglés I- Semestral,3
1000045L,Inglés II- Semestral,3
1000045-L,Inglés II- Semestral,3
1000046-L,Inglés III- Semestral,3
1000046L,Inglés III- Semestral,3
1000047L,ingles IV - Semestral,3
1000047-L,ingles IV - Semestral,3
L000082,Introducción al Análisis Multivariado,4
L000305,Lenguaje y comunicación,3
L000004,Lenguajes Visuales y Narrativos,2
L000230,Métodos Numéricos y Optimización,4
L000078,MUESTREO ESTADÍSTICO,4
L000306,Pensamiento Matemático,3
